id,subject,subject_type,schooling_type,faculty_type,credit,year
18821,フランス語第二部,総合教育科目,テキスト科目,外国語科目/フランス語,2,2025
18822,フランス語第三部,総合教育科目,テキスト科目,外国語科目/フランス語,2,2025
18823,フランス語第四部,総合教育科目,テキスト科目,外国語科目/フランス語,2,2025
18824,新・保健衛生,総合教育科目,テキスト科目,保健体育科目,2,2025
18825,体育理論,総合教育科目,テキスト科目,保健体育科目,2,2025
18826,西洋哲学史Ⅰ,文学部専門教育科目,テキスト科目,第1類,4,2025
18827,西洋哲学史Ⅱ,文学部専門教育科目,テキスト科目,第1類,3,2025
18828,論理学（Ｌ）,文学部専門教育科目,テキスト科目,第1類,2,2025
18829,科学哲学,文学部専門教育科目,テキスト科目,第1類,4,2025
18830,倫理学,文学部専門教育科目,テキスト科目,第1類,2,2025
18831,現代倫理学の諸問題,文学部専門教育科目,テキスト科目,第1類,4,2025
18832,日本美術史Ⅰ,文学部専門教育科目,テキスト科目,第1類,2,2025
18833,メディア社会心理学,文学部専門教育科目,テキスト科目,第1類,2,2025
18845,社会調査,文学部専門教育科目,テキスト科目,第1類,2,2025
18834,社会心理学,文学部専門教育科目,テキスト科目,第1類,2,2025
18835,都市社会学（Ｌ）,文学部専門教育科目,テキスト科目,第1類,2,2025
18836,心理学Ａ,文学部専門教育科目,テキスト科目,第1類,2,2025
18837,心理学Ｂ,文学部専門教育科目,テキスト科目,第1類,2,2025
18838,教育学,文学部専門教育科目,テキスト科目,第1類,3,2025
18839,教育心理学,文学部専門教育科目,テキスト科目,第1類,2,2025
18840,教育史,文学部専門教育科目,テキスト科目,第1類,4,2025
18841,教育思想史,文学部専門教育科目,テキスト科目,第1類,4,2025
18842,教育社会学,文学部専門教育科目,テキスト科目,第1類,2,2025
18843,心理・教育統計学,文学部専門教育科目,テキスト科目,第1類,3,2025
18844,法学概論（L),文学部専門教育科目,テキスト科目,第1類,2,2025
18846,史学概論,文学部専門教育科目,テキスト科目,第2類,2,2025
18847,日本史概論,文学部専門教育科目,テキスト科目,第2類,2,2025
18848,日本史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2025
18849,日本史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2025
18850,日本史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2025
18851,日本史特殊Ⅳ,文学部専門教育科目,テキスト科目,第2類,2,2025
18852,古文書学,文学部専門教育科目,テキスト科目,第2類,2,2025
18853,世界史概論,文学部専門教育科目,テキスト科目,第2類,2,2025
18854,東洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2025
18855,東洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2025
18856,東洋史特殊,文学部専門教育科目,テキスト科目,第2類,2,2025
18857,西洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2025
18858,西洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2025
18859,西洋史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2025
18860,西洋史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2025
18861,西洋史特殊Ⅲ,文学部専門教育科目,テキスト科目,第2類,2,2025
18862,オリエント考古学,文学部専門教育科目,テキスト科目,第2類,2,2025
18863,考古学,文学部専門教育科目,テキスト科目,第2類,2,2025
18864,地理学Ⅰ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2025
18865,地理学Ⅱ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2025
18866,人文地理学（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2025
18867,日本語学,文学部専門教育科目,テキスト科目,第3類,2,2025
18868,国語学各論,文学部専門教育科目,テキスト科目,第3類,1,2025
18869,国文学,文学部専門教育科目,テキスト科目,第3類,4,2025
18870,国文学史,文学部専門教育科目,テキスト科目,第3類,3,2025
18871,近代日本文学,文学部専門教育科目,テキスト科目,第3類,3,2025
18872,国文学古典研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,1,2025
18873,国文学古典研究Ⅱ－１,文学部専門教育科目,テキスト科目,第3類,1,2025
18874,国文学古典研究Ⅱ－２,文学部専門教育科目,テキスト科目,第3類,1,2025
18875,国文学古典研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2025
18876,国文学古典研究Ⅳ,文学部専門教育科目,テキスト科目,第3類,1,2025
18877,国語国文学古典研究Ⅴ,文学部専門教育科目,テキスト科目,第3類,2,2025
18878,書道,文学部専門教育科目,テキスト科目,第3類,2,2025
18879,中国文学史,文学部専門教育科目,テキスト科目,第3類,2,2025
18880,漢文学Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2025
18881,漢文学Ⅱ,文学部専門教育科目,テキスト科目,第3類,1,2025
18882,漢文学Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2025
18883,現代英語学,文学部専門教育科目,テキスト科目,第3類,3,2025
18884,英語学概論,文学部専門教育科目,テキスト科目,第3類,3,2025
18885,英語音声学,文学部専門教育科目,テキスト科目,第3類,2,2025
18886,英語史,文学部専門教育科目,テキスト科目,第3類,2,2025
18887,ACADEMIC WRITING Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2025
18888,ACADEMIC WRITING Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2025
18889,現代英文学,文学部専門教育科目,テキスト科目,第3類,2,2025
18890,英文学特殊,文学部専門教育科目,テキスト科目,第3類,2,2025
18891,中世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2025
18892,近世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2025
18893,イギリス文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2025
18894,イギリス文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2025
18895,イギリス文学研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,2,2025
18896,アメリカ文学,文学部専門教育科目,テキスト科目,第3類,2,2025
18897,アメリカ文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2025
18898,アメリカ文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2025
18899,シェイクスピア研究,文学部専門教育科目,テキスト科目,第3類,2,2025
18900,日米比較文化論（総論）,文学部専門教育科目,テキスト科目,第3類,2,2025
18901,近代ドイツ小説,文学部専門教育科目,テキスト科目,第3類,2,2025
18902,近代ドイツ演劇,文学部専門教育科目,テキスト科目,第3類,2,2025
18903,フランス文学概説,文学部専門教育科目,テキスト科目,第3類,3,2025
18904,フランス文学史Ⅰ,文学部専門教育科目,テキスト科目,第3類,4,2025
18905,フランス文学史Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2025
18906,ロシア文学,文学部専門教育科目,テキスト科目,第3類,2,2025
18907,ラテン文学,文学部専門教育科目,テキスト科目,第3類,2,2025
18908,経済原論（ミクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18909,経済原論（マクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18913,マクロ経済学中級,経済学部専門教育科目,テキスト科目,,4,2025
18910,国民所得論,経済学部専門教育科目,テキスト科目,,2,2025
18914,ゲーム理論,経済学部専門教育科目,テキスト科目,,3,2025
18912,情報とインセンティブの経済学,経済学部専門教育科目,テキスト科目,,4,2025
18911,計量経済学,経済学部専門教育科目,テキスト科目,,2,2025
18915,経済史,経済学部専門教育科目,テキスト科目,,4,2025
18916,日本経済史,経済学部専門教育科目,テキスト科目,,2,2025
18917,世界経済史,経済学部専門教育科目,テキスト科目,,4,2025
18918,社会思想史,経済学部専門教育科目,テキスト科目,,4,2025
18919,経済政策学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18920,財政論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18921,金融論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18922,社会政策（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18924,社会保障論（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2025
18923,新・国際貿易論,経済学部専門教育科目,テキスト科目,,4,2025
18927,人文地理学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18925,地理学Ⅰ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18926,地理学Ⅱ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18928,都市社会学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18929,経営学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2025
18930,経営分析論,経済学部専門教育科目,テキスト科目,,2,2025
18931,経営数学,経済学部専門教育科目,テキスト科目,,2,2025
18932,商業学,経済学部専門教育科目,テキスト科目,,2,2025
18933,保険学,経済学部専門教育科目,テキスト科目,,3,2025
18934,会計学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2025
18935,新・簿記論,経済学部専門教育科目,テキスト科目,,2,2025
18938,管理会計論,経済学部専門教育科目,テキスト科目,,2,2025
18937,原価計算,経済学部専門教育科目,テキスト科目,,2,2025
18936,会計監査,経済学部専門教育科目,テキスト科目,,2,2025
18939,法学概論（E),経済学部専門教育科目,テキスト科目,,2,2025
18940,憲法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18941,民法,経済学部専門教育科目,テキスト科目,,4,2025
18942,労働法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18943,経済法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2025
18944,会社法（Ｅ）,経済学部専門教育科目,テキスト科目,,4,2025
18945,憲法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18946,民法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18947,刑法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18948,法哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18949,日本法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18950,西洋法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18951,新・国際法Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18952,新・国際法Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18953,行政法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18954,物権法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18955,債権総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18956,債権各論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18957,親族法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2025
18958,相続法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2025
18959,会社法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18960,商法総則・商行為法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18961,保険法・海商法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18962,新・手形法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18963,刑事政策学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18964,刑法各論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18965,民事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18966,倒産法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18967,刑事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18968,国際私法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18969,労働法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18970,経済法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18971,英米法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18972,政治学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,6,2025
18973,政治哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18974,日本政治史,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18975,ヨーロッパ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,1,2025
18976,アメリカ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18977,ロシアの政治,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18978,現代中国論,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18979,日本外交史Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18980,日本外交史Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18981,西洋外交史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18982,政治思想史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18983,ヨーロッパ中世政治思想,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18984,コミュニケーション論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2025
18987,経済原論（ミクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18988,経済原論（マクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18989,財政論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18990,金融論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18991,経済政策学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18992,社会政策（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18986,社会保障論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18985,都市社会学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18995,人文地理学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18996,地理学Ⅰ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18997,地理学Ⅱ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2025
18993,経営学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18994,会計学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2025
18998,教育基礎論,教職科目,テキスト科目,,2,2025
19000,青年の心理,教職科目,テキスト科目,,1,2025
19001,学校カリキュラム論,教職科目,テキスト科目,,2,2025
19002,国語科教育法,教職科目,テキスト科目,,3,2025
19003,国語科教育法Ⅰ,教職科目,テキスト科目,,2,2025
19004,国語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2025
19005,社会科・地理歴史科教育法,教職科目,テキスト科目,,3,2025
19006,社会科・地理歴史科教育法Ⅰ,教職科目,テキスト科目,,2,2025
19007,社会科・地理歴史科教育法特論Ⅱ,教職科目,テキスト科目,,2,2025
19008,社会科・公民科教育法,教職科目,テキスト科目,,3,2025
19009,社会科・公民科教育法Ⅰ,教職科目,テキスト科目,,2,2025
19010,社会科・公民科教育法特論Ⅱ,教職科目,テキスト科目,,2,2025
19011,英語科教育法,教職科目,テキスト科目,,3,2025
19012,英語科教育法Ⅰ,教職科目,テキスト科目,,2,2025
19013,英語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2025
19014,新・道徳教育論,教職科目,テキスト科目,,2,2025
19016,特別活動論,教職科目,テキスト科目,,2,2025
19015,特別支援教育論,教職科目,テキスト科目,,2,2025
19017,生活指導論,教職科目,テキスト科目,,2,2025
19018,生徒指導論（進路指導を含む）,教職科目,テキスト科目,,2,2025
19019,教育臨床論,教職科目,テキスト科目,,2,2025
19020,教育相談論,教職科目,テキスト科目,,2,2025
19021,総合的な探究・学習論,教職科目,テキスト科目,,1,2025
18999,現代教師論,教職科目,テキスト科目,,2,2025
18754,法学（憲法を含む）,総合教育科目,春期メディア授業,3分野科目/社会科学分野,2,2025
20341,統計学,総合教育科目,春期メディア授業,3分野科目/自然科学分野,2,2025
18756,メディア英語（リーディング）,総合教育科目,春期メディア授業,外国語科目/英語,1,2025
18758,メディア英語（ライティング）,総合教育科目,春期メディア授業,外国語科目/英語,1,2025
18760,メディアドイツ語（初級前期）,総合教育科目,春期メディア授業,外国語科目/ドイツ語,1,2025
18762,メディアドイツ語（初級後期）,総合教育科目,春期メディア授業,外国語科目/ドイツ語,1,2025
18764,メディアフランス語（初級前期）,総合教育科目,春期メディア授業,外国語科目/フランス語,1,2025
18766,メディアフランス語（初級後期）,総合教育科目,春期メディア授業,外国語科目/フランス語,1,2025
18768,倫理学特殊,文学部専門教育科目,春期メディア授業,第1類,2,2025
18769,社会学特殊,文学部専門教育科目,春期メディア授業,第1類,2,2025
20395,近代日本と福澤諭吉,文学部専門教育科目,春期メディア授業,第1類,2,2025
20400,哲学特殊,文学部専門教育科目,春期メディア授業,第1類,2,2025
20401,法哲学,文学部専門教育科目,春期メディア授業,第1類,2,2025
20407,哲学特殊,文学部専門教育科目,春期メディア授業,第1類,2,2025
20403,近代日本と福澤諭吉,文学部専門教育科目,春期メディア授業,第2類,2,2025
20410,東洋史特殊,文学部専門教育科目,春期メディア授業,第2類,2,2025
18771,中国文学,文学部専門教育科目,春期メディア授業,第3類,2,2025
18772,英語史,文学部専門教育科目,春期メディア授業,第3類,2,2025
20404,近代日本と福澤諭吉,文学部専門教育科目,春期メディア授業,第3類,2,2025
18775,近代日本と福澤諭吉,経済学部専門教育科目,春期メディア授業,,2,2025
18776,日本経済論,経済学部専門教育科目,春期メディア授業,,2,2025
18778,ゲーム理論,経済学部専門教育科目,春期メディア授業,,2,2025
20389,倫理学特殊,経済学部専門教育科目,春期メディア授業,,2,2025
20392,社会学特殊,経済学部専門教育科目,春期メディア授業,,2,2025
20402,法哲学,経済学部専門教育科目,春期メディア授業,,2,2025
20406,政治思想論（堤林）,経済学部専門教育科目,春期メディア授業,,2,2025
20409,政治思想論（長野）,経済学部専門教育科目,春期メディア授業,,2,2025
18779,法哲学,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18780,国際法,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18782,政治思想論（堤林）,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18783,政治思想論（長野）,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18785,地域研究（現代中東論）,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18786,政治学特殊,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18787,刑事訴訟法,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18788,地域研究（アメリカ政治）,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
20396,近代日本と福澤諭吉,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
20397,日本経済論,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
20399,ゲーム理論,法学部専門教育科目,春期メディア授業,甲類・乙類,2,2025
18753,哲学,総合教育科目,秋期メディア授業,3分野科目/人文科学分野,2,2025
18755,統計学,総合教育科目,秋期メディア授業,3分野科目/自然科学分野,2,2025
18757,メディア英語（リーディング）,総合教育科目,秋期メディア授業,外国語科目/英語,1,2025
18759,メディア英語（ライティング）,総合教育科目,秋期メディア授業,外国語科目/英語,1,2025
18761,メディアドイツ語（初級前期）,総合教育科目,秋期メディア授業,外国語科目/ドイツ語,1,2025
18763,メディアドイツ語（初級後期）,総合教育科目,秋期メディア授業,外国語科目/ドイツ語,1,2025
18765,メディアフランス語（初級前期）,総合教育科目,秋期メディア授業,外国語科目/フランス語,1,2025
18767,メディアフランス語（初級後期）,総合教育科目,秋期メディア授業,外国語科目/フランス語,1,2025
20342,社会学特殊,文学部専門教育科目,秋期メディア授業,第1類,2,2025
20405,マス・コミュニケーション論,文学部専門教育科目,秋期メディア授業,第1類,2,2025
18770,西洋史概説,文学部専門教育科目,秋期メディア授業,第2類,2,2025
18773,シェイクスピア研究,文学部専門教育科目,秋期メディア授業,第3類,2,2025
18774,フランス文学,文学部専門教育科目,秋期メディア授業,第3類,2,2025
18777,経済原論（ミクロ経済学）,経済学部専門教育科目,秋期メディア授業,,2,2025
20391,社会学特殊,経済学部専門教育科目,秋期メディア授業,,2,2025
20408,政治思想論（長野）,経済学部専門教育科目,秋期メディア授業,,2,2025
18784,民事訴訟法,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
20345,刑事訴訟法,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
20344,政治思想論（長野）,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
18781,マス・コミュニケーション論,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
20346,地域研究（アメリカ政治）,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
20394,西洋史概説,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
20398,経済原論（ミクロ経済学）,法学部専門教育科目,秋期メディア授業,甲類・乙類,2,2025
