id,subject,subject_type,schooling_type,faculty_type,credit,year,class_code
16252,教育社会学,文学部専門教育科目,テキスト科目,第1類,2,2024,T0EA007103
16253,心理・教育統計学,文学部専門教育科目,テキスト科目,第1類,3,2024,T0EA007701
16254,法学概論（L),文学部専門教育科目,テキスト科目,第1類,2,2024,T0EA099902
16255,史学概論,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA004701
16256,日本史概論,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA100501
16257,日本史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA006004
16258,日本史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA007204
16259,日本史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA007804
16260,日本史特殊Ⅳ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA009903
16261,古文書学,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA003402
16262,世界史概論,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA100301
16263,東洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA001201
16264,東洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA005703
16265,東洋史特殊,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA011401
16266,西洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA001302
16267,西洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA005801
16268,西洋史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA002302
16269,西洋史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA100202
16270,西洋史特殊Ⅲ,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA001401
16271,オリエント考古学,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA007603
16272,考古学,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA003602
16273,地理学Ⅰ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA003502
16274,地理学Ⅱ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA005902
16275,人文地理学（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2024,T0EA004803
16276,日本語学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA100401
16277,国語学各論,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA002402
16278,国文学,文学部専門教育科目,テキスト科目,第3類,4,2024,T0EA002502
16279,国文学史,文学部専門教育科目,テキスト科目,第3類,3,2024,T0EA000101
16280,近代日本文学,文学部専門教育科目,テキスト科目,第3類,3,2024,T0EA001502
16281,国文学古典研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA003802
16282,国文学古典研究Ⅱ－１,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA005001
16283,国文学古典研究Ⅱ－２,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA006101
16284,国文学古典研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA000202
16285,国文学古典研究Ⅳ,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA008201
16286,国語国文学古典研究Ⅴ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA003902
16287,書道,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA007501
16288,中国文学史,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA002601
16289,漢文学Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA008601
16290,漢文学Ⅱ,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA001601
16291,漢文学Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2024,T0EA004001
16292,現代英語学,文学部専門教育科目,テキスト科目,第3類,3,2024,T0EA000303
16293,英語学概論,文学部専門教育科目,テキスト科目,第3類,3,2024,T0EA007902
16294,英語音声学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA002702
16295,英語史,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA001701
16296,ACADEMIC WRITING Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA009102
16297,ACADEMIC WRITING Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2024,T0EA009301
16298,現代英文学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA002802
16299,英文学特殊,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA008001
16300,中世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA005101
16301,近世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA006201
16302,イギリス文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA000403
16303,イギリス文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA005301
16304,イギリス文学研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA000501
16305,アメリカ文学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA004104
16306,アメリカ文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA004201
16307,アメリカ文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA006302
16308,シェイクスピア研究,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA003001
16309,日米比較文化論（総論）,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA008803
16310,近代ドイツ小説,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA006401
16311,近代ドイツ演劇,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA004301
16312,フランス文学概説,文学部専門教育科目,テキスト科目,第3類,3,2024,T0EA012201
16313,フランス文学史Ⅰ,文学部専門教育科目,テキスト科目,第3類,4,2024,T0EA100101
16314,フランス文学史Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2024,T0EA100001
16315,ロシア文学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA006604
16316,新・ラテン文学,文学部専門教育科目,テキスト科目,第3類,2,2024,T0EA006702
16317,経済原論（ミクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB008001
16318,経済原論（マクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB008101
16319,マクロ経済学中級,経済学部専門教育科目,テキスト科目,,4,2024,T0EB100601
16320,国民所得論,経済学部専門教育科目,テキスト科目,,2,2024,T0EB002202
16321,情報とインセンティブの経済学,経済学部専門教育科目,テキスト科目,,4,2024,T0EB100501
16323,ゲーム理論,経済学部専門教育科目,テキスト科目,,3,2024,T0EB100701
16322,計量経済学,経済学部専門教育科目,テキスト科目,,2,2024,T0EB006702
16324,経済史,経済学部専門教育科目,テキスト科目,,4,2024,T0EB001603
16325,日本経済史,経済学部専門教育科目,テキスト科目,,2,2024,T0EB004103
16326,世界経済史,経済学部専門教育科目,テキスト科目,,4,2024,T0EB100201
16327,社会思想史,経済学部専門教育科目,テキスト科目,,4,2024,T0EB100101
16328,経済政策学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB002902
16329,財政論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB001102
16330,金融論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB003603
16331,社会政策（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB001402
16332,社会保障論（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2024,T0EB100401
16333,新・国際貿易論,経済学部専門教育科目,テキスト科目,,4,2024,T0EB001304
16334,人文地理学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB100301
16335,地理学Ⅰ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB004402
16336,地理学Ⅱ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB004502
16337,都市社会学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB007002
16338,経営学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2024,T0EB003703
16339,経営分析論,経済学部専門教育科目,テキスト科目,,2,2024,T0EB000501
16340,経営数学,経済学部専門教育科目,テキスト科目,,2,2024,T0EB003801
16341,商業学,経済学部専門教育科目,テキスト科目,,2,2024,T0EB002602
16342,保険学,経済学部専門教育科目,テキスト科目,,3,2024,T0EB000203
16343,会計学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2024,T0EB003503
16344,新・簿記論,経済学部専門教育科目,テキスト科目,,2,2024,T0EB000402
16345,新・原価計算,経済学部専門教育科目,テキスト科目,,2,2024,T0EB002004
16346,会計監査,経済学部専門教育科目,テキスト科目,,2,2024,T0EB004202
16347,法学概論（E),経済学部専門教育科目,テキスト科目,,2,2024,T0EB100002
16348,憲法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB000603
16349,民法,経済学部専門教育科目,テキスト科目,,4,2024,T0EB002802
16350,労働法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB000802
16351,経済法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2024,T0EB002105
16352,会社法（Ｅ）,経済学部専門教育科目,テキスト科目,,4,2024,T0EB000704
16353,憲法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC001603
16354,民法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC002304
16355,刑法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC000804
16356,法哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC000902
16357,日本法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC100501
16358,西洋法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC100601
16359,新・国際法Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC006204
16360,新・国際法Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC006704
16361,行政法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC003703
16362,物権法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC003804
16363,債権総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC000103
16364,債権各論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC002404
16365,親族法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2024,T0EC001703
16366,相続法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2024,T0EC000204
16367,会社法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC000305
16368,商法総則・商行為法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC011202
16369,保険法・海商法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC011302
16370,新・手形法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC002603
16371,刑事政策学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC005903
16372,刑法各論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC003904
16375,民事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC002704
16374,倒産法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC003605
16373,刑事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC004005
16376,国際私法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC000403
16377,労働法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC000502
16378,経済法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC002005
16379,英米法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC001901
16380,政治学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,6,2024,T0EC002101
16381,政治哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC002802
16382,日本政治史,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC001101
16383,ヨーロッパ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,1,2024,T0EC000701
16384,新・アメリカ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC008103
16385,ロシアの政治,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC009601
16386,現代中国論,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC008802
16387,日本外交史Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC004201
16388,日本外交史Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC005302
16389,西洋外交史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC001201
16390,政治思想史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC100001
16391,ヨーロッパ中世政治思想,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC006601
16392,コミュニケーション論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2024,T0EC003003
16397,経済原論（ミクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC004901
16398,経済原論（マクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC005001
16399,財政論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC004402
16400,金融論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC004703
16401,経済政策学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC004602
16402,社会政策（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC001502
16405,社会保障論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC100401
16393,都市社会学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC012802
16394,人文地理学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC100101
16395,地理学Ⅰ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC100201
16396,地理学Ⅱ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2024,T0EC100301
16403,経営学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC004803
16404,会計学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2024,T0EC003503
16406,教育基礎論,教職科目,テキスト科目,,2,2024,T0F0001004
16414,青年の心理,教職科目,テキスト科目,,1,2024,T0F0000605
16409,学校カリキュラム論,教職科目,テキスト科目,,2,2024,T0F0003203
16420,国語科教育法,教職科目,テキスト科目,,3,2024,T0F0000102
16418,国語科教育法Ⅰ,教職科目,テキスト科目,,2,2024,T0F0004801
16419,国語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2024,T0F0004901
16423,社会科・地理歴史科教育法,教職科目,テキスト科目,,3,2024,T0F0002802
16421,社会科・地理歴史科教育法Ⅰ,教職科目,テキスト科目,,2,2024,T0F0005001
16424,社会科・地理歴史科教育法特論Ⅱ,教職科目,テキスト科目,,2,2024,T0F0002902
16425,社会科・公民科教育法,教職科目,テキスト科目,,3,2024,T0F0003002
16422,社会科・公民科教育法Ⅰ,教職科目,テキスト科目,,2,2024,T0F0005101
16426,社会科・公民科教育法特論Ⅱ,教職科目,テキスト科目,,2,2024,T0F0003102
16429,英語科教育法,教職科目,テキスト科目,,3,2024,T0F0000303
16427,英語科教育法Ⅰ,教職科目,テキスト科目,,2,2024,T0F0005201
16428,英語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2024,T0F0005301
16410,新・道徳教育論,教職科目,テキスト科目,,2,2024,T0F0003303
16412,特別活動論,教職科目,テキスト科目,,2,2024,T0F0004502
16408,特別支援教育論,教職科目,テキスト科目,,2,2024,T0F0005501
16415,生活指導論,教職科目,テキスト科目,,2,2024,T0F0003503
16413,生徒指導論（進路指導を含む）,教職科目,テキスト科目,,2,2024,T0F0005701
16416,教育臨床論,教職科目,テキスト科目,,2,2024,T0F0004702
16417,教育相談論,教職科目,テキスト科目,,2,2024,T0F0005402
16411,総合的な探究・学習論,教職科目,テキスト科目,,1,2024,T0F0005801
16407,現代教師論,教職科目,テキスト科目,,2,2024,T0F0005901
