id,subject,subject_type,schooling_type,faculty_type,credit,year,class_code
3699,新・社会学史Ⅱ,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA001003
3700,新・社会心理学,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA007003
3701,都市社会学（Ｌ）,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA010502
3702,心理学Ⅰ,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA005601
3703,心理学Ⅱ―実験・測定・モデルー,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA002001
3704,教育学,文学部専門教育科目,テキスト科目,第1類,3,2020,T0EA003302
3705,教育心理学,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA005502
3706,教育史,文学部専門教育科目,テキスト科目,第1類,4,2020,T0EA004503
3707,教育思想史,文学部専門教育科目,テキスト科目,第1類,4,2020,T0EA001102
3708,教育社会学,文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA007103
3709,心理・教育統計学,文学部専門教育科目,テキスト科目,第1類,3,2020,T0EA007701
3710,法学概論(L),文学部専門教育科目,テキスト科目,第1類,2,2020,T0EA099901
3715,日本史特殊Ⅱ―キリシタン史―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA007804
3716,日本史特殊Ⅳ,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA009903
3717,古文書学,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA003401
3718,世界史概論,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA100301
3719,東洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA001201
3720,東洋史概説Ⅱ―中国史―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA005703
3721,東洋史特殊,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA011401
3722,西洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA001302
3723,西洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA005801
3724,西洋史特殊Ⅰ―古代オリエント史―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA002301
3725,新・西洋史特殊Ⅱ―近世ヨーロッパの宗教・政治・社会―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA100202
3726,西洋史特殊Ⅲ―近代イギリス国家の成立（中世から近世へ）―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA001401
3727,オリエント考古学,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA007602
3728,考古学,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA003602
3729,地理学Ⅰ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA003502
3730,地理学Ⅱ（地誌学）（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA005902
3731,新・人文地理学（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA004803
3711,史学概論,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA004701
3712,日本史概論,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA100501
3713,新・日本史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA006004
3714,日本史特殊Ⅰ―法と政治の日本古代史―,文学部専門教育科目,テキスト科目,第2類,2,2020,T0EA007204
3732,日本語学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA100401
3733,国語学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA003701
3734,国語学各論―さまざまな辞書たち―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA002402
3735,国文学,文学部専門教育科目,テキスト科目,第3類,4,2020,T0EA002501
5277,国文学史,文学部専門教育科目,テキスト科目,第3類,3,2020,T0EA000101
3736,新・近代日本文学,文学部専門教育科目,テキスト科目,第3類,3,2020,T0EA001502
3737,国文学古典研究Ⅰ―御伽草子の世界―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA003802
3738,国文学古典研究Ⅱ－１―近世前記小説の展開―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA005001
3739,国文学古典研究Ⅱ－２―近世後期小説の展開―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA006101
3740,国文学古典研究Ⅲ―源氏物語と平安時代文学―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA000202
3741,国文学古典研究Ⅳ―平安和歌研究―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA008201
3742,国語国文学古典研究Ⅴ―中世和歌研究―,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA003902
3743,書道,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA007501
3744,中国文学史,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA002601
3745,漢文学Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA008601
3746,漢文学Ⅱ―論語―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA001601
3747,漢文学Ⅲ―孟子―,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA004001
3748,現代英語学,文学部専門教育科目,テキスト科目,第3類,3,2020,T0EA000303
3749,英語学概論,文学部専門教育科目,テキスト科目,第3類,3,2020,T0EA007902
3750,英語音声学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA002702
3751,英語史,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA001701
3752,ACADEMIC WRITING Ⅰ―英語論文作成法―,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA009102
3753,ACADEMIC WRITING Ⅱ―英米文学・文化研究における英語論文作成法―,文学部専門教育科目,テキスト科目,第3類,4,2020,T0EA009301
3754,現代英文学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA002802
3755,英文学特殊,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA008001
3756,中世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA005101
3757,近世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA006201
3758,イギリス文学研究Ⅰ―散文―,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA000403
3759,イギリス文学研究Ⅱ―詩―,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA005301
3760,イギリス文学研究Ⅲ―演劇―,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA000501
3761,アメリカ文学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA004104
3762,アメリカ文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA004201
3763,アメリカ文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA006301
3764,シェイクスピア研究,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA003001
3765,日米比較文化論（総論）,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA008802
3766,近代ドイツ小説,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA006401
3767,近代ドイツ演劇,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA004301
3768,フランス文学概説,文学部専門教育科目,テキスト科目,第3類,3,2020,T0EA012201
3769,フランス文学史Ⅰ,文学部専門教育科目,テキスト科目,第3類,4,2020,T0EA100101
3770,フランス文学史Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2020,T0EA100001
3771,ロシア文学,文学部専門教育科目,テキスト科目,第3類,2,2020,T0EA006604
3772,ラテン文学,文学部専門教育科目,テキスト科目,第3類,1,2020,T0EA006701
3773,経済原論（ミクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB008001
3774,経済原論（マクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB008101
5281,経済変動論,経済学部専門教育科目,テキスト科目,,2,2020,T0EB005501
3775,国民所得論,経済学部専門教育科目,テキスト科目,,2,2020,T0EB002202
3776,計量経済学,経済学部専門教育科目,テキスト科目,,2,2020,T0EB006702
3777,経済史,経済学部専門教育科目,テキスト科目,,4,2020,T0EB001603
3778,日本経済史,経済学部専門教育科目,テキスト科目,,2,2020,T0EB004103
3779,世界経済史,経済学部専門教育科目,テキスト科目,,4,2020,T0EB100201
3780,社会思想史,経済学部専門教育科目,テキスト科目,,4,2020,T0EB100101
3781,経済政策学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB002902
3782,財政論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB001102
3783,金融論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB003603
3784,社会政策（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB001402
3785,国際貿易論,経済学部専門教育科目,テキスト科目,,4,2020,T0EB001303
3786,社会保障論（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2020,T0EB100401
3787,地理学Ⅰ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB004402
3788,地理学Ⅱ（地誌学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB004502
3789,人文地理学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB100301
3790,都市社会学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB007002
3791,経営学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2020,T0EB003703
3792,経営分析論,経済学部専門教育科目,テキスト科目,,2,2020,T0EB000501
3793,経営数学,経済学部専門教育科目,テキスト科目,,2,2020,T0EB003801
3794,商業学,経済学部専門教育科目,テキスト科目,,2,2020,T0EB002602
3795,保険学,経済学部専門教育科目,テキスト科目,,3,2020,T0EB000202
3796,会計学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2020,T0EB003503
3797,簿記論,経済学部専門教育科目,テキスト科目,,2,2020,T0EB000401
3798,原価計算,経済学部専門教育科目,テキスト科目,,2,2020,T0EB002003
3799,会計監査,経済学部専門教育科目,テキスト科目,,2,2020,T0EB004202
3800,法学概論(E),経済学部専門教育科目,テキスト科目,,2,2020,T0EB100001
3801,憲法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB000603
3802,民法,経済学部専門教育科目,テキスト科目,,4,2020,T0EB002802
3803,労働法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB000802
3804,経済法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2020,T0EB002104
3805,新・会社法（Ｅ）,経済学部専門教育科目,テキスト科目,,4,2020,T0EB000704
3806,憲法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC001603
3807,民法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC002304
3808,刑法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC000803
3809,法哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC000902
6006,日本法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC100501
6007,西洋法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC100601
3810,国際法Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC006203
3811,国際法Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC006703
3812,行政法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC003703
3813,物権法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC003804
3814,新・債権総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC000103
3815,新・債権各論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC002404
3816,親族法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2020,T0EC001703
3817,新・相続法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2020,T0EC000203
3818,新・会社法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC000305
3819,新・商法総則・商行為法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC011202
3820,保険法・海商法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC011301
3821,手形法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC002602
3822,刑事政策学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC005903
3823,刑法各論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC003904
3824,民事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC002703
3825,破産法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC003604
3826,刑事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC004004
3827,新・国際私法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC000403
3828,労働法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC000502
3829,経済法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC002004
3830,英米法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC001901
3831,政治学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,6,2020,T0EC002101
3832,政治哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC002802
3833,日本政治史Ⅰ─古代─,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC000601
3834,日本政治史Ⅱ─中世─,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC002901
3835,日本政治史,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC001101
3836,ヨーロッパ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,1,2020,T0EC000701
3837,アメリカ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC008102
3838,ロシアの政治,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC009601
3839,現代中国論,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC008802
3840,日本外交史Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC004201
3841,新・日本外交史Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC005302
3842,西洋外交史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC001201
3843,政治思想史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC100001
3844,ヨーロッパ中世政治思想,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC006601
3845,コミュニケーション論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2020,T0EC003003
3846,都市社会学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC012802
3847,社会保障論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC100401
3848,経済原論（ミクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC004901
3849,経済原論（マクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC005001
3850,財政論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC004402
3851,金融論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC004703
3852,経済政策学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC004602
3853,社会政策（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC001502
3854,経営学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC004803
3855,会計学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2020,T0EC003503
3856,人文地理学（J）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC100101
3857,地理学Ⅰ（J）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC100201
3858,地理学Ⅱ（地誌学）（J）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2020,T0EC100301
3859,教育基礎論,教職科目,テキスト科目,,2,2020,T0F0001003
3860,青年の心理,教職科目,テキスト科目,,1,2020,T0F0000604
3861,新・学校カリキュラム論,教職科目,テキスト科目,,2,2020,T0F0003203
3862,国語科教育法,教職科目,テキスト科目,,3,2020,T0F0000102
3863,国語科教育法Ⅰ,教職科目,テキスト科目,,2,2020,T0F0004801
3864,国語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2020,T0F0004901
3865,新・社会科・地理歴史科教育法,教職科目,テキスト科目,,3,2020,T0F0002802
3866,社会科・地理歴史科教育法Ⅰ,教職科目,テキスト科目,,2,2020,T0F0005001
3867,新・社会科・地理歴史科教育法特論Ⅱ,教職科目,テキスト科目,,2,2020,T0F0002902
3868,新・社会科・公民科教育法,教職科目,テキスト科目,,3,2020,T0F0003002
3869,社会科・公民科教育法Ⅰ,教職科目,テキスト科目,,2,2020,T0F0005101
3870,新・社会科・公民科教育法特論Ⅱ,教職科目,テキスト科目,,2,2020,T0F0003102
3871,英語科教育法,教職科目,テキスト科目,,3,2020,T0F0000303
3872,英語科教育法Ⅰ,教職科目,テキスト科目,,2,2020,T0F0005201
3873,英語科教育法特殊Ⅰ,教職科目,テキスト科目,,2,2020,T0F0005301
3874,新・道徳教育論,教職科目,テキスト科目,,2,2020,T0F0003302
3875,特別活動論,教職科目,テキスト科目,,2,2020,T0F0004501
3876,特別支援教育論,教職科目,テキスト科目,,2,2020,T0F0005501
3877,生活指導論,教職科目,テキスト科目,,2,2020,T0F0003503
3878,生徒指導論（進路指導を含む）,教職科目,テキスト科目,,2,2020,T0F0005701
3879,教育臨床論,教職科目,テキスト科目,,2,2020,T0F0004702
3880,教育相談論,教職科目,テキスト科目,,1,2020,T0F0005401
3881,「総合的な学習の時間」教育法,教職科目,テキスト科目,,1,2020,T0F0005601
