id,subject,subject_type,schooling_type,faculty_type,credit,year,class_code
13993,西洋哲学史Ⅰ,文学部専門教育科目,テキスト科目,第1類,4,2023,T0EA001901
13994,西洋哲学史Ⅱ,文学部専門教育科目,テキスト科目,第1類,3,2023,T0EA006901
13995,論理学（Ｌ）,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA003201
13996,科学哲学,文学部専門教育科目,テキスト科目,第1類,4,2023,T0EA010401
13997,倫理学,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA000801
13998,現代倫理学の諸問題,文学部専門教育科目,テキスト科目,第1類,4,2023,T0EA004401
13999,日本美術史Ⅰ,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA003102
14000,メディア社会心理学,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA100701
14001,社会心理学,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA007003
14002,都市社会学（Ｌ）,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA010502
14003,心理学Ａ,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA007401
14004,心理学Ｂ,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA008101
14005,教育学,文学部専門教育科目,テキスト科目,第1類,3,2023,T0EA003302
14006,教育心理学,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA005502
14007,教育史,文学部専門教育科目,テキスト科目,第1類,4,2023,T0EA004503
14008,教育思想史,文学部専門教育科目,テキスト科目,第1類,4,2023,T0EA001102
14009,教育社会学,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA007103
14010,心理・教育統計学,文学部専門教育科目,テキスト科目,第1類,3,2023,T0EA007701
14011,新・法学概論（L),文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA099902
14012,社会調査,文学部専門教育科目,テキスト科目,第1類,2,2023,T0EA100601
14013,史学概論,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA004701
14014,日本史概論,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA100501
14015,日本史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA006004
14016,日本史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA007204
14017,日本史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA007804
14018,日本史特殊Ⅳ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA009903
14019,新・古文書学,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA003402
14020,世界史概論,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA100301
14021,東洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA001201
14022,東洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA005703
14023,東洋史特殊,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA011401
14024,西洋史概説Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA001302
14025,西洋史概説Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA005801
14026,新・西洋史特殊Ⅰ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA002302
14027,西洋史特殊Ⅱ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA100202
14028,西洋史特殊Ⅲ,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA001401
14029,新・オリエント考古学,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA007603
14030,考古学,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA003602
14031,地理学Ⅰ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA003502
14032,地理学Ⅱ（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA005902
14033,人文地理学（Ｌ）,文学部専門教育科目,テキスト科目,第2類,2,2023,T0EA004803
14034,日本語学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA100401
14035,国語学各論,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA002402
14036,国文学,文学部専門教育科目,テキスト科目,第3類,4,2023,T0EA002502
14037,国文学史,文学部専門教育科目,テキスト科目,第3類,3,2023,T0EA000101
14038,近代日本文学,文学部専門教育科目,テキスト科目,第3類,3,2023,T0EA001502
14039,国文学古典研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA003802
14040,国文学古典研究Ⅱ－１,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA005001
14041,国文学古典研究Ⅱ－２,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA006101
14042,国文学古典研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA000202
14043,国文学古典研究Ⅳ,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA008201
14044,国語国文学古典研究Ⅴ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA003902
14045,書道,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA007501
14046,中国文学史,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA002601
14047,漢文学Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA008601
14048,漢文学Ⅱ,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA001601
14049,漢文学Ⅲ,文学部専門教育科目,テキスト科目,第3類,1,2023,T0EA004001
14050,現代英語学,文学部専門教育科目,テキスト科目,第3類,3,2023,T0EA000303
14051,英語学概論,文学部専門教育科目,テキスト科目,第3類,3,2023,T0EA007902
14052,英語音声学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA002702
14053,英語史,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA001701
14054,ACADEMIC WRITING Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA009102
14055,ACADEMIC WRITING Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2023,T0EA009301
14056,現代英文学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA002802
14057,英文学特殊,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA008001
14058,中世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA005101
14059,近世英文学史,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA006201
14060,イギリス文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA000403
14061,イギリス文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA005301
14062,イギリス文学研究Ⅲ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA000501
14063,アメリカ文学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA004104
14064,アメリカ文学研究Ⅰ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA004201
14065,アメリカ文学研究Ⅱ,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA006302
14066,シェイクスピア研究,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA003001
14067,近代ドイツ小説,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA006401
14068,日米比較文化論（総論）,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA008803
14069,近代ドイツ演劇,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA004301
14070,フランス文学概説,文学部専門教育科目,テキスト科目,第3類,3,2023,T0EA012201
14071,フランス文学史Ⅰ,文学部専門教育科目,テキスト科目,第3類,4,2023,T0EA100101
14072,フランス文学史Ⅱ,文学部専門教育科目,テキスト科目,第3類,4,2023,T0EA100001
14073,ロシア文学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA006604
14074,新・ラテン文学,文学部専門教育科目,テキスト科目,第3類,2,2023,T0EA006702
14085,経済政策学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB002902
14089,国際貿易論,経済学部専門教育科目,テキスト科目,,4,2023,T0EB001303
14095,経営学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2023,T0EB003703
14081,経済史,経済学部専門教育科目,テキスト科目,,4,2023,T0EB001603
14090,社会保障論（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2023,T0EB100401
14075,経済原論（ミクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB008001
15329,憲法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB000603
14082,日本経済史,経済学部専門教育科目,テキスト科目,,2,2023,T0EB004103
14086,財政論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB001102
14091,地理学Ⅰ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB004402
14094,都市社会学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB007002
14096,経営分析論,経済学部専門教育科目,テキスト科目,,2,2023,T0EB000501
14097,経営数学,経済学部専門教育科目,テキスト科目,,2,2023,T0EB003801
14105,民法,経済学部専門教育科目,テキスト科目,,4,2023,T0EB002802
14087,金融論（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB003603
14092,地理学Ⅱ（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB004502
14076,経済原論（マクロ経済学）（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB008101
14098,商業学,経済学部専門教育科目,テキスト科目,,2,2023,T0EB002602
14106,労働法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB000802
14083,世界経済史,経済学部専門教育科目,テキスト科目,,4,2023,T0EB100201
14088,社会政策（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB001402
14093,人文地理学（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB100301
14077,国民所得論,経済学部専門教育科目,テキスト科目,,2,2023,T0EB002202
14099,保険学,経済学部専門教育科目,テキスト科目,,3,2023,T0EB000203
14078,計量経済学,経済学部専門教育科目,テキスト科目,,2,2023,T0EB006702
14107,経済法（Ｅ）,経済学部専門教育科目,テキスト科目,,2,2023,T0EB002105
14100,会計学（Ｅ）,経済学部専門教育科目,テキスト科目,,3,2023,T0EB003503
14084,社会思想史,経済学部専門教育科目,テキスト科目,,4,2023,T0EB100101
14079,情報とインセンティブの経済学,経済学部専門教育科目,テキスト科目,,4,2023,T0EB100501
14101,簿記論,経済学部専門教育科目,テキスト科目,,2,2023,T0EB000401
14108,会社法（Ｅ）,経済学部専門教育科目,テキスト科目,,4,2023,T0EB000704
14080,マクロ経済学中級,経済学部専門教育科目,テキスト科目,,4,2023,T0EB100601
14102,会計監査,経済学部専門教育科目,テキスト科目,,2,2023,T0EB004202
14109,新・法学概論（E),経済学部専門教育科目,テキスト科目,,2,2023,T0EB100002
14103,新・原価計算,経済学部専門教育科目,テキスト科目,,2,2023,T0EB002004
15332,憲法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC001603
14111,民法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC002304
14112,刑法総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC000804
14113,法哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC000902
14114,西洋法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC100601
14115,日本法制史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC100501
14116,国際法Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC006203
14117,国際法Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC006703
14118,行政法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC003703
14119,物権法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC003804
14120,債権総論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC000103
14121,債権各論,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC002404
14122,親族法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2023,T0EC001703
14123,新新・相続法,法学部専門教育科目,テキスト科目,甲類・乙類,1,2023,T0EC000204
14124,会社法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC000305
14125,商法総則・商行為法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC011202
14126,保険法・海商法,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC011302
14127,手形法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC002602
14128,刑事政策学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC005903
14129,刑法各論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC003904
14130,民事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC002704
14131,破産法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC003604
14132,刑事訴訟法,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC004005
14133,国際私法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC000403
14134,労働法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC000502
14135,経済法（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC002005
14136,英米法,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC001901
14137,政治学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,6,2023,T0EC002101
14138,政治哲学,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC002802
14139,日本政治史,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC001101
14140,ヨーロッパ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,1,2023,T0EC000701
14141,新・アメリカ政治史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC008103
14142,ロシアの政治,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC009601
14143,現代中国論,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC008802
14144,日本外交史Ⅰ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC004201
14145,日本外交史Ⅱ,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC005302
14146,西洋外交史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC001201
14147,政治思想史,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC100001
14148,ヨーロッパ中世政治思想,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC006601
14149,コミュニケーション論,法学部専門教育科目,テキスト科目,甲類・乙類,4,2023,T0EC003003
14150,都市社会学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC012802
14151,社会保障論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC100401
14152,経済原論（ミクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC004901
14153,経済原論（マクロ経済学）（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC005001
14154,財政論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC004402
14155,金融論（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC004703
14156,経済政策学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC004602
14157,社会政策（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC001502
14158,経営学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC004803
14159,会計学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,3,2023,T0EC003503
14160,人文地理学（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC100101
14161,地理学Ⅰ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC100201
14162,地理学Ⅱ（Ｊ）,法学部専門教育科目,テキスト科目,甲類・乙類,2,2023,T0EC100301
14163,新・教育基礎論,教職科目,テキスト科目,教職,2,2023,T0F0001004
15344,現代教師論,教職科目,テキスト科目,教職,2,2023,T0F0005901
14164,青年の心理,教職科目,テキスト科目,教職,1,2023,T0F0000605
14165,学校カリキュラム論,教職科目,テキスト科目,教職,2,2023,T0F0003203
14166,国語科教育法,教職科目,テキスト科目,教職,3,2023,T0F0000102
14167,国語科教育法Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0004801
14168,国語科教育法特殊Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0004901
14169,社会科・地理歴史科教育法,教職科目,テキスト科目,教職,3,2023,T0F0002802
14170,社会科・地理歴史科教育法Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0005001
14171,社会科・地理歴史科教育法特論Ⅱ,教職科目,テキスト科目,教職,2,2023,T0F0002902
14172,社会科・公民科教育法,教職科目,テキスト科目,教職,3,2023,T0F0003002
14173,社会科・公民科教育法Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0005101
14174,社会科・公民科教育法特論Ⅱ,教職科目,テキスト科目,教職,2,2023,T0F0003102
14175,英語科教育法,教職科目,テキスト科目,教職,3,2023,T0F0000303
14176,英語科教育法Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0005201
14177,英語科教育法特殊Ⅰ,教職科目,テキスト科目,教職,2,2023,T0F0005301
14178,道徳教育論,教職科目,テキスト科目,教職,2,2023,T0F0003302
14179,特別活動論,教職科目,テキスト科目,教職,2,2023,T0F0004502
14180,特別支援教育論,教職科目,テキスト科目,教職,2,2023,T0F0005501
14181,生活指導論,教職科目,テキスト科目,教職,2,2023,T0F0003503
14182,生徒指導論（進路指導を含む）,教職科目,テキスト科目,教職,2,2023,T0F0005701
14183,教育臨床論,教職科目,テキスト科目,教職,2,2023,T0F0004702
14184,新・教育相談論,教職科目,テキスト科目,教職,2,2023,T0F0005402
14185,総合的な探究・学習論,教職科目,テキスト科目,教職,1,2023,T0F0005801
