ID, Name, Form, CategoryID, SubcategoryID, CouseID, Group, Level, Unit, Start, End
M0702, E-仏語(初級後), M/B, 7, 15, 07, B, 1, 1, 2023, 2100
S0701, 仏語(中級), S, 7, 15, 07, , 1, 1, , 
S0702, 仏語(上級), S, 7, 15, 07, , 1, 1, , 
S0703, 仏語(初級前), S, 7, 15, 07, , 1, 1, , 
S0704, 仏語(初級後), S, 7, 15, 07, , 1, 1, , 
T1001, 法学概論(L), T, 9, 1, 10, D, 3, 2, 2000, 2100
T1002, 世界史概論, T, 9, 2, 10, C, 5, 2, 2019, 2100
T1003, 地理学1(L), T, 9, 2, 10, C, 5, 2, 2000, 2100
T1004, 地理学2(L), T, 9, 2, 10, E, 5, 2, 2000, 2100
T1005, 人文地理学(L), T, 9, 2, 10, D, 3, 2, 2019, 2100
T1006, 書道, T, 9, 3, 10, D, 8, 2, 2000, 2100
T1007, ロシア文学, T, 9, 3, 10, F, 6, 2, 2000, 2100
T1008, ラテン文学, T, 9, 3, 10, F, 8, 2, 2023, 2100
S1001, 総合講座, S, 15, 4, 10, , 3, 2, , 
S1002, 文化人類学, S, 13, 1, 10, , 3, 2, , 
S1003, 宗教学, S, 13, 1, 10, , 3, 2, , 
S1004, 図書館情報学, S, 15, 1, 10, , 3, 2, , 
S1005, 書道, S, 9, 3, 10, , 3, 2, , 
S1006, イタリア文学, S, 9, 3, 10, , 3, 2, , 
S1007, ｲﾀﾘｱ文学特殊, S, 9, 3, 10, , 3, 2, , 
S1008, ラテン文学, S, 9, 3, 10, , 3, 2, , 
S1009, ギリシア文学, S, 9, 3, 10, , 3, 2, , 
S1010, ロシア文学, S, 9, 3, 10, , 3, 2, , 
T1101, 西洋哲学史1, T, 9, 1, 11, B, 5, 4, 2000, 2100
T1102, 西洋哲学史2, T, 9, 1, 11, F, 8, 3, 2000, 2100
T1103, 論理学(L), T, 9, 1, 11, C, 6, 2, 2000, 2100
T1104, 科学哲学, T, 9, 1, 11, C, 5, 4, 2000, 2100
S1101, 哲学(専), S, 15, 1, 11, , 3, 2, , 
S1102, 哲学史, S, 15, 1, 11, , 3, 2, , 
S1103, 論理学(専), S, 9, 1, 11, , 3, 2, , 
T1201, 倫理学, T, 9, 1, 12, A, 6, 2, 2000, 2100
T1202, 現代倫理学, T, 9, 1, 12, D, 7, 4, 2000, 2100
M1201, E-倫理学特, M/B, 11, 1, 12, E, 1, 2, 2014, 2100
S1201, 倫理学(専), S, 15, 1, 12, , 3, 2, , 
S1202, 倫理学特殊, S, 11, 1, 12, , 3, 2, , 
T1301, 日本美術史1, T, 9, 1, 13, C, 8, 2, 2000, 2100
